,neg,neu,pos,compound
pistol,0.09762499999999999,0.8223534482758624,0.08002155172413794,-0.029055172413793105
scroop,0.0766923076923077,0.7361538461538462,0.18715384615384614,0.1392846153846154
cambridge,0.09040000000000001,0.7364666666666667,0.17313333333333333,0.11008666666666667
grey,0.13354545454545455,0.6891363636363637,0.1774090909090909,0.06561818181818183
kingoffrance,0.060148760330578505,0.8357024793388432,0.10415702479338843,0.07207355371900825
dauphin,0.08280672268907564,0.8361176470588235,0.08107563025210085,-0.0017630252100840382
constable,0.07139495798319327,0.8427226890756302,0.085890756302521,0.024083193277310913
fluellen,0.06726262626262623,0.8208484848484855,0.1118855218855219,0.06411582491582492
gower,0.07515447154471544,0.8411598915989162,0.08367750677506777,0.016834959349593497
jamy,0.1370833333333333,0.8629166666666667,0.0,-0.130825
macmorris,0.16629999999999998,0.7321000000000001,0.10164999999999999,-0.10795999999999999
governor,0.06914285714285714,0.7768571428571428,0.154,0.1275285714285714
katharine,0.07743913043478262,0.7815086956521742,0.14105217391304345,0.08723913043478264
alice,0.0,0.9457037037037037,0.0542962962962963,0.05654814814814815
bourbon,0.13685714285714287,0.7873333333333333,0.07576190476190477,-0.08850952380952382
montjoy,0.11849090909090908,0.7945090909090906,0.08701818181818181,-0.06899999999999999
orleans,0.07177777777777779,0.8373555555555556,0.09086666666666665,0.02175777777777779
rambures,0.08522222222222224,0.8494444444444444,0.06533333333333333,-0.04838888888888889
erpingham,0.03333333333333333,0.7578888888888888,0.20877777777777778,0.20777777777777778
court,0.0,1.0,0.0,0.0
bates,0.10947058823529411,0.7825294117647058,0.10811764705882354,0.03392941176470588
williams,0.11879452054794519,0.8020821917808215,0.0790958904109589,-0.056643835616438355
grandpre,0.1322777777777778,0.8358333333333332,0.03188888888888889,-0.13810555555555556
frenchsoldier,0.0,0.9636,0.0364,0.04670666666666666
queenisabel,0.06216,0.73792,0.19988,0.22359199999999999
frenchking,0.08813333333333334,0.7552666666666668,0.15653333333333333,0.06345333333333333
abergavenny,0.08294444444444443,0.8206111111111111,0.09644444444444444,0.03158333333333333
cardinalwolsey,0.06953947368421053,0.7647390350877193,0.1657236842105263,0.11441688596491222
firstsecretary,0.0,0.40900000000000003,0.591,0.50265
brandon,0.03766666666666666,0.9008,0.061533333333333336,0.09745333333333332
kinghenryviii,0.05450191570881227,0.8121915708812251,0.13330651340996166,0.1049145593869731
queenkatharine,0.09111188811188813,0.7778741258741259,0.13103146853146852,0.0573346153846154
surveyor,0.06960655737704917,0.877327868852459,0.053065573770491814,-0.016221311475409828
sands,0.06768518518518518,0.7848518518518519,0.1474074074074074,0.08862777777777778
lovell,0.049169014084507044,0.8077605633802817,0.1430704225352113,0.10906760563380283
guildford,0.02,0.6901999999999999,0.2898,0.37267
anne,0.09566129032258067,0.7671290322580646,0.13720967741935483,0.055419354838709675
cardinalcampeius,0.11411320754716979,0.7044905660377357,0.18143396226415098,0.09443584905660381
gardiner,0.06548387096774193,0.7879032258064512,0.14662365591397852,0.10198279569892475
oldlady,0.05877777777777778,0.8516388888888888,0.08958333333333332,0.0625736111111111
scribe,0.0,1.0,0.0,0.0
crier,0.02025,0.97975,0.0,-0.074
griffith,0.08166666666666668,0.7396833333333335,0.17864999999999995,0.12277500000000002
lincoln,0.078,0.7797499999999999,0.142375,0.016412499999999997
surrey,0.06798809523809524,0.7972619047619047,0.13476190476190478,0.07940238095238096
cromwell,0.07193999999999999,0.7833199999999999,0.14476000000000003,0.07413
thirdgentleman,0.07787234042553191,0.8171134751773049,0.1050141843971631,0.04789503546099292
patience,0.086,0.71875,0.19524999999999998,0.148975
capucius,0.06872727272727273,0.691,0.24027272727272725,0.12036363636363637
denny,0.0,0.8054,0.1946,0.20246
cranmer,0.054971223021582735,0.7342733812949643,0.21075539568345322,0.21852733812949643
keeper,0.0752142857142857,0.7293571428571429,0.19542857142857142,0.13241428571428573
doctorbutts,0.0,0.8661,0.1339,0.19843
chancellor,0.054093749999999996,0.8217500000000003,0.12415625000000001,0.095540625
man,0.06307142857142857,0.851809523809524,0.08514285714285715,0.032823809523809526
garter,0.0,0.752,0.248,0.35685
kingjohn,0.09696801705756924,0.7948464818763327,0.10819402985074628,0.02508763326226012
chatillon,0.09259523809523809,0.8312857142857145,0.07609523809523809,-0.0017738095238095267
queenelinor,0.08953703703703704,0.8091851851851852,0.1012777777777778,0.029368518518518516
essex,0.0,1.0,0.0,0.0
bastard,0.09347670250896059,0.793442652329749,0.113084229390681,0.023736200716845873
robert,0.0375,0.8966363636363636,0.06586363636363636,0.037954545454545456
ladyfaulconbridge,0.0818,0.7977333333333333,0.12053333333333333,0.08189333333333335
gurney,0.15,0.125,0.725,0.6808
lewis,0.07623493975903614,0.7757771084337347,0.1479879518072289,0.09978012048192769
arthur,0.12030894308943092,0.7470162601626015,0.13267479674796748,0.01303983739837398
austria,0.09405714285714285,0.7096857142857141,0.19625714285714282,0.10098857142857141
constance,0.13685501858736063,0.7428698884758367,0.12027137546468403,-0.026766171003717473
kingphilip,0.08330808080808082,0.7702373737373737,0.14646969696969692,0.08600303030303029
blanch,0.08092857142857143,0.7838095238095238,0.13526190476190475,0.09792619047619044
frenchherald,0.06338461538461539,0.8509230769230769,0.08576923076923076,0.04903076923076924
englishherald,0.054769230769230764,0.8813846153846152,0.06384615384615386,0.014461538461538467
cardinalpandulph,0.09778181818181818,0.7662848484848482,0.13593939393939397,0.05168424242424243
elinor,0.0,0.471,0.529,0.49075
hubert,0.1046466666666667,0.7958600000000002,0.09950666666666667,-0.012320666666666664
firstexecutioner,0.0,0.7216666666666667,0.2783333333333333,0.4122666666666667
pembroke,0.14171951219512197,0.7830121951219512,0.07526829268292684,-0.09781585365853662
bigot,0.13440000000000002,0.7887,0.0769,-0.02188
melun,0.08502564102564102,0.79,0.12494871794871795,0.06195384615384615
flavius,0.07848543689320392,0.7928155339805826,0.12868608414239482,0.06816893203883495
firstcommoner,0.0,1.0,0.0,0.0
marullus,0.04380645161290323,0.8615483870967744,0.09464516129032258,0.09068709677419355
secondcommoner,0.050187499999999996,0.7801875,0.169625,0.16271249999999998
caesar,0.09238194444444445,0.8225555555555554,0.08506944444444446,-0.009027083333333323
casca,0.07787591240875913,0.8324379562043799,0.08967883211678833,0.01675328467153285
calpurnia,0.18948148148148147,0.7799999999999999,0.030555555555555555,-0.2080851851851852
antony,0.09611403508771929,0.7909327485380114,0.11295321637426899,0.018845321637426905
cassius,0.08484936479128857,0.8175626134301267,0.097589836660617,0.018660072595281314
cicero,0.030555555555555558,0.8283333333333334,0.1411111111111111,0.15866666666666665
cinna,0.11361111111111111,0.7409444444444444,0.14544444444444443,0.056977777777777766
lucius,0.09013571428571425,0.788025,0.12183928571428572,0.03892071428571428
deciusbrutus,0.032340909090909094,0.7893409090909089,0.17829545454545453,0.1791977272727273
metelluscimber,0.03533333333333333,0.8491666666666666,0.11555555555555556,0.12929444444444446
trebonius,0.17263636363636364,0.6835454545454546,0.14372727272727273,0.017681818181818174
portia,0.06151768033946252,0.8271669024045258,0.11131541725601138,0.0696193776520509
ligarius,0.06186666666666666,0.7532,0.185,0.16604666666666665
publius,0.053,0.7961764705882352,0.15088235294117647,0.10434117647058826
artemidorus,0.047499999999999994,0.8367727272727272,0.11568181818181818,0.10147272727272728
popilius,0.0,0.7123333333333334,0.2876666666666667,0.22503333333333334
severalcitizens,0.0,1.0,0.0,0.0
cinnathepoet,0.03813333333333334,0.7881333333333334,0.17373333333333332,0.11561333333333333
octavius,0.06905263157894738,0.8333333333333334,0.09763157894736842,0.025312280701754394
lucilius,0.07536363636363637,0.723766233766234,0.20088311688311686,0.1728883116883117
pindarus,0.0,0.8873000000000001,0.1127,0.147155
poet,0.04163716814159292,0.8157787610619469,0.14258407079646018,0.13047787610619468
messala,0.1287948717948718,0.7826666666666666,0.08856410256410256,-0.01860256410256411
varro,0.08875,0.80125,0.11,0.11162500000000002
claudius,0.0,1.0,0.0,0.0
titinius,0.10191666666666666,0.8497777777777777,0.04830555555555555,-0.03604444444444445
cato,0.07325000000000001,0.74875,0.177875,0.078825
clitus,0.157,0.8184000000000001,0.0246,-0.17559
dardanius,0.14633333333333334,0.8536666666666667,0.0,-0.23026666666666665
volumnius,0.0,0.9215,0.0785,0.123475
strato,0.099,0.765,0.13599999999999998,0.048928571428571425
kent,0.08544949494949497,0.8129696969696968,0.10158333333333337,0.02590101010101012
edmund,0.07947230320699711,0.8135014577259474,0.1070262390670554,0.038135568513119535
kinglear,0.0980774032459426,0.810719101123596,0.09120973782771535,-0.0076777777777777695
goneril,0.08547272727272728,0.8303090909090908,0.08422272727272728,0.0038027272727272753
cordelia,0.08980645161290322,0.7578951612903227,0.1522903225806452,0.07410725806451615
lear,0.0,0.9375,0.0625,0.0929
regan,0.07864646464646463,0.824237373737374,0.09711111111111113,0.02791969696969697
cornwall,0.0794251968503937,0.8292834645669289,0.09129921259842519,0.010882677165354326
edgar,0.11099527186761231,0.8024184397163122,0.08658628841607563,-0.03959148936170213
oswald,0.06671951219512194,0.805829268292683,0.12747560975609756,0.04299146341463414
knight,0.13564285714285715,0.7813571428571429,0.08299999999999999,-0.00584285714285715
fool,0.08591851851851857,0.8305148148148154,0.08358148148148146,0.002108888888888887
albany,0.09296256684491978,0.8270962566844922,0.07993582887700534,-0.0263807486631016
curan,0.11499999999999999,0.8661,0.0189,-0.0829
thirdservant,0.10419354838709677,0.8352580645161288,0.06054838709677419,-0.05996129032258064
oldman,0.07733333333333334,0.8567037037037036,0.06592592592592593,-0.0024555555555555515
doctor,0.06739393939393938,0.816378787878788,0.11624242424242422,0.05760151515151515
ferdinand,0.07481761006289306,0.7900859538784066,0.13509014675052416,0.08308993710691821
longaville,0.088125,0.7981805555555556,0.11368055555555553,0.02936527777777777
dumain,0.07345833333333333,0.7618854166666668,0.16466666666666668,0.09358020833333336
biron,0.0774729520865533,0.7968423493044814,0.1256908809891809,0.07395193199381761
dull,0.07138709677419355,0.851774193548387,0.07683870967741936,0.02640967741935483
costard,0.051760180995475094,0.845461538461539,0.1027873303167421,0.08534841628959282
adrianodearmado,0.05894718309859156,0.7842640845070424,0.1567922535211268,0.13687887323943654
moth,0.050864734299516906,0.8636425120772951,0.08549275362318841,0.05536280193236715
armado,0.0,0.385,0.615,0.4939
jaquenetta,0.02090909090909091,0.8230454545454545,0.15604545454545454,0.15990454545454547
boyet,0.04725999999999999,0.8334400000000002,0.11930800000000001,0.10114280000000005
princess,0.07861279461279458,0.754939393939394,0.1664444444444445,0.12917441077441072
maria,0.07557291666666666,0.8158645833333331,0.10856250000000005,0.050009895833333345
rosaline,0.07544508670520234,0.8152658959537572,0.10930057803468211,0.049444508670520214
sirnathaniel,0.04725,0.7747205882352941,0.1780588235294118,0.1769205882352941
holofernes,0.06491237113402061,0.8508092783505155,0.08428350515463919,0.028803092783505152
mercade,0.0445,0.77125,0.18425,0.1507
firstwitch,0.029058823529411762,0.8758088235294117,0.09513235294117646,0.05797352941176471
secondwitch,0.12489655172413792,0.7441034482758621,0.131,0.026827586206896563
thirdwitch,0.013,0.933037037037037,0.05396296296296296,0.004429629629629633
duncan,0.051560975609756095,0.7841219512195122,0.16431707317073174,0.13825487804878053
malcolm,0.09596444444444442,0.7504088888888891,0.15363111111111116,0.06961999999999997
lennox,0.10708860759493671,0.7925696202531647,0.10034177215189874,-0.024758227848101257
ross,0.12038686131386865,0.7522554744525545,0.1273503649635036,0.0016788321167883165
macbeth,0.09049553001277136,0.8182656449553,0.09124010217113662,0.005264878671775223
banquo,0.07682644628099175,0.7962561983471074,0.12690082644628098,0.0603834710743802
angus,0.10823809523809524,0.8259523809523811,0.06580952380952382,-0.06727619047619046
ladymacbeth,0.09039068100358423,0.8124229390681001,0.09718279569892474,0.017387455197132622
fleance,0.0,1.0,0.0,0.0
macduff,0.08225906735751295,0.8258704663212433,0.09187046632124353,0.01912124352331606
donalbain,0.1016,0.8445999999999998,0.0538,0.012879999999999992
bothmurderers,0.0,0.5595,0.4405,0.29969999999999997
thirdmurderer,0.028875,0.971125,0.0,-0.016
hecate,0.10651162790697674,0.7933023255813952,0.10016279069767443,0.005104651162790702
firstapparition,0.0,1.0,0.0,0.0
secondapparition,0.19340000000000002,0.7083999999999999,0.0982,-0.028080000000000004
thirdapparition,0.029333333333333333,0.819,0.15166666666666667,0.2083
ladymacduff,0.16560465116279072,0.7474418604651163,0.0869767441860465,-0.09383023255813953
menteith,0.1605,0.7511666666666666,0.08833333333333333,-0.08083333333333333
caithness,0.102,0.7477272727272727,0.15027272727272728,0.042563636363636366
seyton,0.11666666666666665,0.7278333333333333,0.15533333333333332,0.01786666666666668
siward,0.0964054054054054,0.7998648648648649,0.10370270270270272,0.019135135135135133
soldiers,0.0,1.0,0.0,0.0
youngsiward,0.2945,0.7055,0.0,-0.3857875
dukevincentio,0.0781826182618262,0.8063443344334434,0.11546974697469752,0.054128052805280505
escalus,0.07443781094527364,0.8218855721393031,0.10368159203980101,0.04133184079601991
lucio,0.07067628205128205,0.8318942307692311,0.09742948717948717,0.035439102564102556
mistressoverdone,0.07336666666666666,0.8514999999999999,0.07513333333333333,-0.027096666666666665
claudio,0.08984057971014492,0.7492584541062799,0.1608985507246377,0.09981618357487913
provost,0.09884065934065935,0.770598901098901,0.13056043956043956,0.024643406593406594
friarthomas,0.047499999999999994,0.6478333333333334,0.3046666666666667,0.23888333333333334
isabella,0.10207551487414189,0.7597528604118993,0.13816475972540043,0.03793935926773457
francisca,0.0,0.9356,0.0644,0.07586
elbow,0.09361764705882353,0.7731470588235294,0.13322058823529412,0.051439705882352964
froth,0.0944,0.7573000000000001,0.14830000000000002,0.1325
pomphey,0.254,0.746,0.0,-0.23835
justice,0.15466666666666667,0.66,0.18533333333333335,-0.00686666666666665
juliet,0.09950510204081638,0.7757227891156457,0.12478061224489795,0.03348758503401367
abhorson,0.10757142857142857,0.8413809523809525,0.05095238095238096,-0.07041904761904763
barnardine,0.04073333333333333,0.9166000000000001,0.042666666666666665,0.008
friarpeter,0.055952380952380955,0.8401904761904762,0.10385714285714286,0.07376666666666666
antonio,0.08194414414414412,0.8093675675675674,0.10870090090090088,0.03130558558558559
salarino,0.053,0.8330446428571433,0.11395535714285711,0.08647767857142856
salanio,0.14936206896551724,0.7335689655172412,0.11708620689655173,-0.019184482758620686
bassanio,0.06657803468208091,0.7824682080924849,0.150921965317919,0.11621589595375717
lorenzo,0.0447461139896373,0.8069067357512957,0.14835233160621764,0.14613989637305705
gratiano,0.05916289592760182,0.8102036199095021,0.13061990950226246,0.09196063348416286
nerissa,0.04875789473684211,0.8435684210526316,0.10767368421052631,0.09184842105263165
shylock,0.08201648351648351,0.8254423076923078,0.09254395604395603,0.0020497252747252773
morocco,0.08979629629629628,0.8080185185185186,0.10218518518518518,0.028385185185185173
launcelot,0.0423050847457627,0.8439887005649718,0.11372316384180796,0.09578022598870052
gobbo,0.07324324324324324,0.785054054054054,0.14170270270270272,0.0855081081081081
leonardo,0.0,0.897,0.103,0.159225
jessica,0.07312121212121211,0.8045656565656563,0.12231313131313129,0.06583535353535355
arragon,0.058014705882352934,0.8264558823529411,0.11552941176470588,0.08960882352941175
tubal,0.045500000000000006,0.8905,0.064,0.026183333333333336
salerio,0.07080769230769232,0.823269230769231,0.10592307692307693,0.09553076923076925
balthasar,0.11123809523809522,0.7942698412698415,0.09447619047619049,-0.02313968253968254
stephano,0.05453846153846153,0.8410384615384612,0.10442307692307694,0.0653846153846154
shallow,0.04767241379310345,0.8134913793103445,0.13884482758620684,0.12565862068965516
slender,0.049533333333333325,0.8392933333333332,0.11118000000000001,0.08034533333333335
sirhughevans,0.056532520325203256,0.839959349593496,0.10350813008130087,0.0686910569105691
simple,0.04488235294117647,0.854921568627451,0.10019607843137254,0.07236274509803922
annepage,0.07780645161290323,0.7581290322580646,0.16409677419354837,0.09050967741935483
host,0.07327564102564103,0.8159615384615385,0.11076282051282053,0.038868589743589754
mistressquickly,0.04332384341637011,0.8218932384341638,0.13477935943060496,0.1218046263345195
rugby,0.092,0.8347272727272727,0.07327272727272728,0.0007545454545454573
doctorcaius,0.06358095238095238,0.880657142857143,0.055761904761904756,-0.018437142857142853
fenton,0.03192929292929293,0.8192222222222223,0.14885858585858588,0.1736616161616162
mistresspage,0.0696517857142857,0.8266726190476187,0.10366964285714284,0.05546130952380954
mistressford,0.0852972972972973,0.8214756756756757,0.09323243243243248,0.01893783783783785
ford,0.06273939393939396,0.8299848484848482,0.10728484848484846,0.059865151515151586
robin,0.021,0.8884615384615385,0.09053846153846154,0.06476153846153845
williampage,0.0,1.0,0.0,0.0
theseus,0.08228968253968258,0.7835912698412693,0.1341230158730159,0.07300396825396828
hippolyta,0.045714285714285714,0.7493714285714286,0.20494285714285718,0.18855428571428573
egeus,0.05411904761904762,0.8227619047619047,0.12311904761904764,0.0924904761904762
hermia,0.1018275862068966,0.7655977011494253,0.13258045977011493,0.03201781609195403
lysander,0.08008648648648649,0.7846486486486486,0.13528648648648653,0.08091675675675676
quince,0.04081395348837209,0.8504302325581395,0.1087558139534884,0.09121627906976745
bottom,0.05845909090909094,0.8170545454545453,0.12447727272727276,0.09756045454545455
flute,0.03465384615384615,0.8333076923076924,0.1321153846153846,0.15448076923076923
starveling,0.2056,0.7332,0.061399999999999996,-0.25366
snout,0.07371428571428572,0.8727142857142857,0.05357142857142857,0.013142857142857138
snug,0.0,0.9660000000000001,0.033999999999999996,0.05303333333333333
puck,0.07056779661016953,0.851919491525424,0.07751694915254233,0.00936694915254237
fairy,0.04642424242424242,0.9002727272727271,0.0533030303030303,0.01823333333333333
oberon,0.0538119658119658,0.8325683760683762,0.11361538461538462,0.07944871794871795
titania,0.06424418604651165,0.8425872093023257,0.09316279069767444,0.032263372093023254
peaseblossom,0.0,0.34650000000000003,0.6535,0.21837499999999999
cobweb,0.0,0.5,0.5,0.128075
mustardseed,0.0,0.6,0.4,0.10246
hernia,0.0,1.0,0.0,0.0
philostrate,0.07496,0.7730800000000001,0.152,0.09056800000000001
wall,0.04707692307692308,0.8871538461538463,0.06576923076923077,0.022853846153846148
pyramus,0.13542622950819672,0.7194098360655736,0.14514754098360655,0.03109508196721309
thisbe,0.10654054054054055,0.7638108108108108,0.12967567567567567,0.03188108108108108
lion,0.10739999999999998,0.8412,0.0514,-0.09802999999999999
moonshine,0.0,1.0,0.0,0.0
leonato,0.0860408163265306,0.7943236151603498,0.1196530612244898,0.05117667638483968
beatrice,0.11567148014440437,0.7433249097472928,0.14100722021660655,0.05513718411552349
hero,0.08369565217391306,0.7665289855072462,0.1497753623188406,0.07386449275362317
donpedro,0.061492354740061185,0.7857584097859327,0.15275229357798162,0.13696391437308855
benedick,0.08203870967741936,0.7822559139784947,0.13570967741935488,0.08711999999999995
donjohn,0.06117241379310344,0.8357586206896552,0.1030603448275862,0.07713620689655172
conrade,0.06178378378378378,0.8649729729729729,0.07324324324324324,0.023586486486486473
borachio,0.07185826771653543,0.8194409448818897,0.10870078740157481,0.05224173228346462
ursula,0.058367346938775516,0.799591836734694,0.14204081632653062,0.09340408163265305
dogberry,0.06254838709677418,0.7940967741935487,0.14335483870967744,0.0979247311827957
verges,0.032615384615384616,0.8480000000000001,0.1193846153846154,0.08509615384615385
watchman,0.07959999999999999,0.8145333333333333,0.10593333333333334,-0.04580666666666667
friarfrancis,0.10665882352941178,0.7890235294117647,0.10431764705882351,-0.001998823529411751
sexton,0.09637499999999999,0.8873125000000001,0.0163125,-0.10595625
roderigo,0.08222881355932203,0.8005677966101696,0.1172033898305085,0.031655932203389824
iago,0.08474074074074071,0.8042928509905252,0.1109672695951766,0.03896149870801025
brabantio,0.10402027027027025,0.8000608108108107,0.09591891891891895,-0.01635878378378377
othello,0.09073599137931042,0.7832984913793101,0.12596659482758615,0.04591616379310342
cassio,0.08060064935064935,0.7622175324675329,0.1571818181818181,0.09178603896103893
dukeofvenice,0.10400000000000002,0.7718767123287669,0.12412328767123287,0.008795890410958908
sailor,0.0,1.0,0.0,0.0
senator,0.08536585365853658,0.8317317073170731,0.08290243902439026,0.01999512195121952
desdemona,0.08434653465346532,0.7785321782178215,0.13711386138613857,0.06790470297029705
montano,0.10395454545454547,0.774090909090909,0.12195454545454544,0.029306060606060617
fourthgentleman,0.23249999999999998,0.7675,0.0,-0.3639
secondgentlemen,0.0,0.599,0.401,0.41895000000000004
emilia,0.10337728937728939,0.7698241758241765,0.12679853479853484,0.026830402930402935
firstmusician,0.07813333333333333,0.8592,0.06266666666666666,0.04901333333333334
bianca,0.07659292035398231,0.8098407079646016,0.11357522123893805,0.050818584070796466
lodovico,0.10925954198473284,0.8074274809160306,0.0833053435114504,-0.03578702290076337
antiochus,0.07407792207792208,0.8299870129870129,0.09593506493506494,0.020449350649350637
pericles,0.07778759689922483,0.7806635658914731,0.14154108527131784,0.08684852713178287
daughter,0.0,0.5525,0.4475,0.6449499999999999
thaliard,0.03528571428571429,0.8902857142857145,0.07446428571428572,0.032478571428571426
helicanus,0.0951203007518797,0.7873458646616542,0.11751127819548875,0.039116541353383466
cleon,0.10277678571428571,0.765705357142857,0.13149107142857142,0.032879464285714276
dionyza,0.08791304347826086,0.7934347826086956,0.11866304347826087,0.045302173913043475
firstfisherman,0.05384615384615385,0.8256666666666667,0.1205128205128205,0.08936153846153845
secondfisherman,0.02979310344827586,0.8285517241379311,0.14168965517241383,0.16950689655172416
thirdfisherman,0.029222222222222222,0.9280555555555554,0.042722222222222224,0.012627777777777774
simonides,0.049370786516853934,0.8129044943820226,0.13773033707865168,0.12434494382022475
thaisa,0.05040000000000001,0.8485444444444443,0.10105555555555558,0.061577777777777794
knights,0.0,0.6493333333333333,0.3506666666666667,0.363
marshal,0.0,1.0,0.0,0.0
firstknight,0.078,0.6297499999999999,0.29225,0.273725
escanes,0.17033333333333334,0.6273333333333334,0.20233333333333334,0.06793333333333333
secondknight,0.0,1.0,0.0,0.0
thirdknight,0.0,1.0,0.0,0.0
lychorida,0.13,0.7348181818181818,0.13518181818181818,-0.006027272727272725
secondsailor,0.0,0.7781666666666668,0.22183333333333333,0.21276666666666666
cerimon,0.05169166666666667,0.8406333333333332,0.10766666666666666,0.05904500000000001
philemon,0.0,1.0,0.0,0.0
leonine,0.050333333333333334,0.8698666666666668,0.07980000000000001,0.0363
marina,0.08224338624338626,0.8174867724867726,0.10028042328042332,0.02992486772486773
firstpirate,0.37633333333333335,0.6236666666666667,0.0,-0.31983333333333336
secondpirate,0.0,0.0,1.0,0.8011
thirdpirate,0.0,0.955,0.045,0.00645
pandar,0.0624,0.8072666666666667,0.13033333333333333,0.06943666666666666
boult,0.03711627906976745,0.9046976744186047,0.058186046511627905,0.03641976744186048
bawd,0.058726415094339644,0.831311320754717,0.1099622641509434,0.06776037735849057
lysimachus,0.055252252252252256,0.8090720720720722,0.13569369369369366,0.09892612612612611
tyriansailor,0.0,0.8811818181818182,0.11881818181818181,0.07176363636363635
kingrichardii,0.10096221662468512,0.7914722921914358,0.10756423173803532,0.015097229219143578
johnofgaunt,0.11247668393782388,0.786585492227979,0.10094300518134716,-0.022018134715025908
henrybolingbroke,0.08129864253393669,0.7798733031674204,0.13883257918552033,0.07332782805429867
thomasmowbray,0.08832846715328468,0.7688248175182483,0.14284671532846716,0.06725401459854013
lordmarshal,0.0361923076923077,0.8497692307692308,0.11403846153846153,0.10425384615384617
dukeofaumerle,0.06430232558139536,0.8011511627906973,0.13455813953488374,0.08417790697674421
firstherald,0.09416666666666666,0.8288333333333333,0.077,-0.05766666666666667
secondherald,0.045714285714285714,0.8037142857142856,0.15057142857142858,0.08778571428571427
green,0.09096875000000001,0.7668437500000002,0.14215625,0.08355
bushy,0.10528205128205127,0.7932307692307692,0.1014871794871795,-0.0150025641025641
dukeofyork,0.10235409836065576,0.8045081967213114,0.09314426229508202,6.950819672131128e-05
lordross,0.1510909090909091,0.7463181818181819,0.10263636363636364,-0.06953636363636363
lordwilloughby,0.03386666666666667,0.862,0.10413333333333334,0.10173333333333333
bagot,0.12143999999999998,0.8295999999999999,0.04896,-0.08170400000000001
henrypercy,0.04732608695652175,0.8587391304347827,0.094,0.05524130434782609
lordberkeley,0.06888888888888889,0.7931111111111111,0.138,0.12003333333333334
earlofsalisbury,0.12683333333333333,0.7275416666666668,0.14558333333333331,0.025708333333333357
bishopofcarlisle,0.154015873015873,0.7235079365079363,0.12246031746031749,-0.050161904761904755
sirstephenscroop,0.12289189189189191,0.784864864864865,0.09221621621621623,-0.06551891891891892
gardener,0.046875,0.8709642857142859,0.08214285714285716,0.03974285714285715
lordfitzwater,0.07155555555555555,0.8256296296296298,0.10285185185185186,0.03827777777777778
dukeofsurrey,0.036199999999999996,0.8476999999999999,0.11610000000000001,0.09420000000000002
abbot,0.057,0.8905000000000001,0.0525,-0.007592857142857139
duchessofyork,0.141281124497992,0.7444016064257034,0.11431726907630521,-0.04347188755020081
exton,0.10607407407407407,0.8283333333333331,0.06559259259259259,-0.06563333333333335
groom,0.03438461538461538,0.8663846153846154,0.09923076923076923,0.06046923076923077
brakenbury,0.08606976744186046,0.768953488372093,0.1449767441860465,0.08687441860465116
ladyanne,0.15710000000000002,0.7445500000000002,0.09832499999999998,-0.08966874999999999
gentlemen,0.0,0.5,0.5,0.4588
derby,0.08146031746031746,0.8073968253968252,0.11114285714285713,0.050699999999999995
dorset,0.1408,0.7113,0.1479,0.037169999999999995
catesby,0.05508955223880596,0.811865671641791,0.1330597014925373,0.09611343283582088
girl,0.09400000000000001,0.818,0.08800000000000001,-0.003966666666666674
children,0.07633333333333334,0.7263333333333333,0.19733333333333336,0.23583333333333334
lordmayor,0.08668749999999999,0.7129375,0.20037500000000003,0.17324375000000003
lordstanley,0.0308125,0.8249375000000001,0.14425000000000002,0.16325
pursuivant,0.0,0.666,0.33399999999999996,0.3929
priest,0.02488888888888889,0.8624444444444443,0.11266666666666666,0.12074444444444447
ratcliff,0.05976666666666667,0.8375333333333332,0.10269999999999999,0.08602
vaughan,0.457,0.543,0.0,-0.7096
bishopofely,0.0,0.87425,0.12575,0.179225
lovel,0.14566666666666667,0.8543333333333333,0.0,-0.1589
scrivener,0.06388235294117647,0.833764705882353,0.10235294117647059,0.014829411764705883
another,0.0,0.775,0.225,0.4404
kingrichardiii,0.0954,0.8040038834951451,0.10060388349514568,0.00815864077669902
tyrrel,0.09846341463414635,0.8011707317073169,0.10036585365853659,-0.020019512195121943
thirdmessenger,0.088625,0.911375,0.0,-0.06825
fourthmessenger,0.023899999999999998,0.8789,0.0972,0.09079
christopher,0.0,0.89725,0.10275000000000001,0.1313375
richmond,0.07529341317365268,0.7840658682634731,0.14062874251496998,0.09942155688622759
herbert,0.421,0.579,0.0,-0.6226
blunt,0.0805,0.7391249999999999,0.180375,0.15611250000000002
ofprinceedward,0.2452,0.6858000000000001,0.06899999999999999,-0.11457999999999999
ofkinghenryvi,0.1366,0.795,0.06839999999999999,-0.08424000000000001
ghostofclarence,0.18599999999999997,0.7707272727272727,0.04336363636363636,-0.19981818181818178
ghostofrivers,0.225,0.775,0.0,-0.2952
ghostofgrey,0.1325,0.8065,0.0615,-0.1691
ghostofvaughan,0.36999999999999994,0.63,0.0,-0.49193333333333333
ghostofhastings,0.23955555555555558,0.7375555555555555,0.02288888888888889,-0.2651555555555556
ofyoungprinces,0.1861818181818182,0.6885454545454546,0.12527272727272729,-0.06639090909090908
ghostofladyanne,0.18225000000000002,0.731,0.08675,-0.04932499999999999
ofbuckingham,0.1817142857142857,0.7020000000000001,0.11621428571428571,-0.09282857142857141
sampson,0.0966764705882353,0.8354705882352941,0.06785294117647059,-0.03189117647058824
gregory,0.1476,0.8429500000000001,0.00945,-0.11986999999999999
abraham,0.177,0.7092,0.11379999999999998,-0.03632
