,neg,neu,pos,compound
firstattendant,0.0,0.836,0.164,0.1468
secondattendant,0.0,1.0,0.0,0.0
octaviuscaesar,0.05922737306843266,0.8444701986754962,0.09629801324503309,0.04231059602649008
lepidus,0.0496883116883117,0.8104675324675326,0.13983116883116883,0.08305974025974026
mardian,0.1011578947368421,0.7121052631578948,0.18673684210526317,0.1502263157894737
pompey,0.054809061488673136,0.8148478964401296,0.1303430420711974,0.08734563106796114
menecrates,0.23933333333333331,0.5205000000000001,0.24016666666666667,0.043050000000000005
menas,0.04344444444444444,0.8758472222222221,0.08069444444444446,0.043419444444444455
varrius,0.0,0.92875,0.07125,0.0846
mecaenas,0.04241666666666667,0.7898888888888889,0.16766666666666669,0.16996944444444445
agrippa,0.05863076923076923,0.7596615384615384,0.18172307692307688,0.1393492307692308
octavia,0.06441666666666666,0.7398888888888889,0.19569444444444448,0.10381388888888889
attendants,0.0,1.0,0.0,0.0
firstservant,0.054,0.8433026315789471,0.1026973684210526,0.06853157894736843
secondservant,0.07773333333333335,0.7856666666666663,0.13660000000000003,0.07864666666666667
ventidius,0.07097619047619048,0.7503095238095238,0.17878571428571427,0.12551904761904759
silius,0.0,0.8449166666666666,0.15508333333333332,0.16774999999999998
eros,0.1282352941176471,0.7613921568627452,0.11037254901960782,-0.04743725490196078
canidius,0.04110344827586207,0.9375172413793105,0.021379310344827585,-0.02951724137931034
taurus,0.0,1.0,0.0,0.0
scarus,0.0817391304347826,0.8393478260869564,0.07889130434782608,-0.004610869565217387
dolabella,0.03923214285714286,0.8695178571428572,0.09126785714285714,0.05639642857142857
euphronius,0.02525,0.902,0.07275,0.05576249999999999
thyreus,0.02382352941176471,0.8862941176470588,0.08988235294117647,0.10204411764705883
thirdsoldier,0.05263157894736842,0.830421052631579,0.11694736842105263,0.07977894736842105
fourthsoldier,0.0,0.7445999999999999,0.2554,0.25968
firstguard,0.055842105263157894,0.9093157894736843,0.03484210526315789,-0.041426315789473686
secondguard,0.20275,0.79725,0.0,-0.16215
thirdguard,0.0,1.0,0.0,0.0
dercetas,0.07922727272727272,0.7879999999999999,0.13277272727272726,0.09368181818181819
diomedes,0.06870769230769232,0.8183384615384618,0.11296923076923077,0.05097230769230771
egyptian,0.10228571428571429,0.8977142857142857,0.0,-0.13364285714285715
proculeius,0.03319444444444444,0.772111111111111,0.19475000000000003,0.18069722222222223
gallus,0.0,0.9166000000000001,0.0834,0.10212000000000002
seleucus,0.0504,0.9496,0.0,-0.08038
guard,0.0,0.9359999999999999,0.064,0.0853
aegeon,0.09392666666666667,0.8073999999999998,0.09868,0.002034666666666673
dukesolinus,0.09803092783505153,0.8337422680412372,0.06822680412371135,-0.044245360824742244
gaoler,0.03742857142857143,0.836857142857143,0.12571428571428572,0.10106428571428572
firstmerchant,0.010947368421052631,0.9015263157894736,0.08752631578947369,0.09402105263157895
ofsyracuse,0.07978767123287674,0.8384006849315071,0.08180821917808222,0.007864383561643836
dromioofsyracuse,0.06937770897832816,0.8815913312693501,0.04903405572755419,-0.02838730650154798
dromioofephesus,0.052639175257731964,0.898154639175258,0.04921649484536082,-0.0023149484536082467
adriana,0.10669718309859154,0.8106584507042255,0.08265492957746477,-0.028996478873239452
luciana,0.08064406779661018,0.8259237288135594,0.0934237288135593,0.021128813559322033
ofephesus,0.089131221719457,0.8259004524886883,0.08496832579185523,0.00605158371040724
balthazar,0.05938709677419354,0.787451612903226,0.15316129032258066,0.10815483870967742
luce,0.04745454545454546,0.9270909090909091,0.025454545454545455,-0.020790909090909086
antipholus,0.16666666666666666,0.789,0.044333333333333336,-0.006383333333333334
angelo,0.08822425629290617,0.8069725400457665,0.1048032036613272,0.008279176201372992
secondmerchant,0.06536585365853659,0.863390243902439,0.07124390243902438,0.007221951219512197
courtezan,0.06811627906976744,0.826325581395349,0.10555813953488372,0.047209302325581404
pinch,0.06476470588235295,0.857764705882353,0.07741176470588236,0.0258764705882353
aemelia,0.13310666666666665,0.7977866666666668,0.06913333333333334,-0.08856933333333333
secondcitizen,0.11882812499999998,0.7732968749999999,0.10789062499999999,-0.0374234375
menenius,0.05725531914893617,0.8153273322422252,0.12742225859247142,0.0774062193126022
marcius,0.09791189427312777,0.8052995594713656,0.09677092511013219,-0.012099559471365642
firstsenator,0.08389270386266093,0.8114849785407726,0.10461373390557943,0.023985836909871255
cominius,0.07063486842105261,0.8240723684210526,0.10528947368421053,0.04720625000000002
titus,0.03746153846153846,0.8451923076923076,0.11734615384615385,0.10206153846153848
sicinius,0.0758204334365325,0.8164891640866877,0.10769349845201233,0.03696656346749226
brutus,0.0831531874405328,0.8164167459562321,0.10042911512844914,0.024267554709800215
aufidius,0.08598986486486487,0.8223918918918919,0.09161824324324323,0.015450675675675669
secondsenator,0.10063043478260869,0.8054239130434778,0.09394565217391303,-0.016451086956521744
volumnia,0.07621052631578949,0.8075603715170274,0.11622291021671834,0.04321052631578952
virgilia,0.11825714285714287,0.6848857142857144,0.19685714285714284,0.07220571428571429
gentlewoman,0.013392857142857142,0.9117142857142859,0.07489285714285714,0.05722857142857142
valeria,0.025818181818181817,0.8482045454545454,0.12597727272727274,0.12632272727272725
lartius,0.08816666666666668,0.839030303030303,0.0728030303030303,-0.05401666666666667
firstroman,0.0,1.0,0.0,0.0
secondroman,0.0,1.0,0.0,0.0
thirdroman,0.0,1.0,0.0,0.0
coriolanus,0.0771659693165969,0.8190613668061362,0.10377266387726639,0.0287528591352859
firstofficer,0.07902941176470588,0.7881470588235292,0.1328235294117647,0.06102058823529413
secondofficer,0.07292000000000001,0.7736799999999999,0.15339999999999995,0.126996
senators,0.0,0.6955,0.3045,0.41565
thirdcitizen,0.050310344827586194,0.8315689655172412,0.11812068965517242,0.07932155172413793
fourthcitizen,0.09318518518518516,0.8167407407407409,0.0901111111111111,-0.036444444444444446
fifthcitizen,0.0,0.7835,0.2165,0.36345
bothcitizens,0.0,0.7975,0.2025,0.31195
sixthcitizen,0.1155,0.8845000000000001,0.0,-0.20115
seventhcitizen,0.0,0.5934999999999999,0.4065,0.66795
allcitizens,0.0,0.659,0.341,0.41105
citizens,0.10626470588235293,0.7820882352941175,0.11164705882352942,0.0015294117647058805
aedile,0.107125,0.680875,0.21200000000000002,0.005874999999999991
apatrician,0.0,1.0,0.0,0.0
secondpatrician,0.0,1.0,0.0,0.0
bothtribunes,0.0,0.7278,0.2722,0.17198
roman,0.062218749999999996,0.8357187499999997,0.10203125,0.063409375
volsce,0.07025,0.7556,0.17415,0.18428500000000003
citizen,0.0,1.0,0.0,0.0
firstservingman,0.09064705882352941,0.828735294117647,0.08061764705882353,-0.019302941176470582
secondservingman,0.027775000000000005,0.8691250000000001,0.10310000000000001,0.10776000000000001
thirdservingman,0.0719183673469388,0.8733265306122449,0.05477551020408163,-0.013234693877551029
youngmarcius,0.137,0.863,0.0,-0.26335
firstconspirator,0.059375,0.879375,0.06125,0.016200000000000006
secondconspirator,0.13899999999999998,0.5595714285714285,0.30157142857142855,0.18642857142857142
thirdconspirator,0.10408333333333335,0.8681666666666666,0.02775,-0.08272499999999999
allthelords,0.0,0.548,0.452,0.5095
lords,0.03869230769230769,0.7671538461538461,0.19415384615384615,0.1604153846153846
allconspirators,0.615,0.385,0.0,-0.7565333333333334
allthepeople,0.3066666666666667,0.6933333333333334,0.0,-0.447
thirdlord,0.012764705882352942,0.9356470588235295,0.05158823529411765,0.049352941176470586
queen,0.07651465798045605,0.8074625407166127,0.11602605863192182,0.04509641693811074
posthumusleonatus,0.10410752688172041,0.7870473118279566,0.10883440860215055,-5.956989247311829e-05
imogen,0.09495911949685532,0.7912814465408804,0.11218238993710695,0.025419025157232735
cymbeline,0.07751886792452833,0.8245377358490565,0.09794025157232704,0.03291006289308176
pisanio,0.07381856540084387,0.8156793248945148,0.11050210970464132,0.038192405063291156
cloten,0.09599307958477507,0.8138200692041523,0.09017647058823529,0.01586193771626297
lady,0.0491,0.8501,0.1008,0.08031
iachimo,0.05257142857142857,0.8026916099773239,0.14474603174603165,0.12730453514739223
philario,0.056369565217391296,0.8224347826086958,0.12119565217391307,0.06269130434782609
frenchman,0.07877272727272727,0.7881363636363635,0.13309090909090907,0.10535
firstlady,0.0,0.8338333333333333,0.16616666666666666,0.19271666666666668
cornelius,0.15355263157894739,0.772776315789474,0.0736842105263158,-0.11004605263157895
caiuslucius,0.08836036036036038,0.7664774774774775,0.14518918918918922,0.05856486486486486
belarius,0.08758516483516482,0.8207527472527473,0.09167307692307697,0.010200824175824174
guiderius,0.11291666666666664,0.7869464285714287,0.10014285714285716,-0.01326488095238095
arviragus,0.07884313725490195,0.8025098039215686,0.11866013071895426,0.038407843137254906
firsttribune,0.0,1.0,0.0,0.0
lord,0.04951111111111112,0.8161777777777774,0.13431555555555555,0.12174222222222221
firstcaptain,0.0,0.8492500000000001,0.15075,0.205525
secondcaptain,0.0524,0.9320999999999999,0.0155,-0.04848000000000001
secondgaoler,0.0,1.0,0.0,0.0
siciliusleonatus,0.10492682926829268,0.77190243902439,0.12319512195121951,0.044634146341463406
mother,0.14808333333333334,0.7193333333333335,0.13258333333333333,-0.01680833333333333
firstbrother,0.0,0.8104999999999999,0.1895,0.20584166666666667
secondbrother,0.0,0.7926666666666667,0.20733333333333334,0.22345555555555555
jupiter,0.11286363636363637,0.7460454545454546,0.1410909090909091,0.06274090909090911
bernardo,0.0708974358974359,0.861974358974359,0.06712820512820511,-0.004941025641025643
francisco,0.06730434782608696,0.8005217391304346,0.13217391304347825,0.09495217391304347
horatio,0.07602970297029704,0.8344059405940596,0.08956765676567659,0.005139603960396037
marcellus,0.09159420289855073,0.8215217391304348,0.0868695652173913,0.001514492753623189
kingclaudius,0.08100168350168352,0.8168333333333323,0.1021700336700337,0.0260479797979798
voltimand,0.024913043478260868,0.8346521739130435,0.14043478260869566,0.12372173913043479
laertes,0.09978240740740739,0.784194444444445,0.11602777777777777,0.021339351851851835
lordpolonius,0.06606486486486485,0.8222675675675674,0.11166216216216218,0.05987486486486486
hamlet,0.08456194690265494,0.8076820480404556,0.10776359039190885,0.03224140328697847
queengertrude,0.09840963855421686,0.7952771084337349,0.10631927710843372,0.017863855421686753
ophelia,0.06075401069518716,0.813903743315508,0.1253582887700535,0.08849197860962568
ghost,0.10686868686868685,0.8109999999999998,0.08211111111111111,-0.008194949494949495
reynaldo,0.0,0.8136666666666665,0.18633333333333335,0.16874666666666668
rosencrantz,0.06122916666666667,0.8268333333333334,0.11192708333333334,0.05067083333333334
guildenstern,0.039090909090909086,0.8388181818181819,0.12209090909090907,0.11938727272727273
firstplayer,0.08126923076923077,0.8598846153846154,0.05884615384615385,-0.03412115384615385
prologue,0.094475,0.7736750000000002,0.13187500000000002,0.05452000000000001
playerking,0.13524444444444444,0.7273333333333336,0.13737777777777777,0.02073777777777778
playerqueen,0.14745161290322584,0.700774193548387,0.1517741935483871,0.05067419354838711
lucianus,0.2237142857142857,0.6798571428571428,0.09642857142857143,-0.1636
princefortinbras,0.07560606060606061,0.8806969696969695,0.043727272727272726,-0.060733333333333334
danes,0.10575,0.89425,0.0,-0.074
firstsailor,0.05392857142857144,0.7776428571428572,0.16842857142857143,0.11752142857142857
firstclown,0.10376767676767676,0.8366565656565658,0.05957575757575757,-0.07652424242424241
secondclown,0.012894736842105263,0.944,0.04310526315789474,0.04201052631578948
firstpriest,0.10123076923076924,0.8405384615384615,0.05823076923076923,-0.03979230769230769
osric,0.008291666666666668,0.89175,0.09995833333333333,0.13337291666666667
firstambassador,0.05978260869565216,0.8404782608695652,0.09973913043478261,0.06699565217391304
chorus,0.0680307167235495,0.8240443686006824,0.10792491467576791,0.0597962457337884
canterbury,0.05399103139013455,0.843964125560538,0.10205381165919282,0.06539865470852016
ely,0.062200000000000005,0.8537333333333333,0.08406666666666666,0.03396000000000001
kinghenryv,0.07969152854511971,0.8028287292817678,0.11747421731123384,0.047415377532228346
nym,0.05793589743589743,0.7746666666666667,0.1673846153846154,0.16711025641025637
